IDBASE;TYPE EMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENT ADRESSE;NUMERO;LIEU / ADRESSE;IDEMPLACEMENT;LIBELLE FRANCAIS;GENRE;ESPECE;VARIETE OUCULTIVAR;CIRCONFERENCE (cm);HAUTEUR (m);STADE DE DEVELOPPEMENT;REMARQUABLE;geo_point_2d
133144;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DU CARDINAL VERDIER;00000017;Platane;Platanus;x hispanica;;276;0;;NON;48.82982898315276,2.293872833608837
138689;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000010;Platane;Platanus;x hispanica;;183;19;Adulte;NON;48.90004605002952,2.3668152486897283
107252;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00702001;Platane;Platanus;x hispanica;;61;10;Jeune (arbre)Adulte;NON;48.85477204450435,2.297833479402671
107570;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603029;Platane;Platanus;x hispanica;;20;5;;NON;48.85665765384112,2.298228862396867
322643;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE HENRI CHRISTINE / 151X QUAI DE JEMMAPES;000102001;Platane;Platanus;x hispanica;;266;22;Mature;NON;48.87795590005118,2.366132673984849
106634;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902010;Platane;Platanus;x hispanica;;175;10;Adulte;NON;48.85568594119084,2.2990493137416532
139384;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DE LA PLACE DUPLEIX / 1 PLACE DUPLEIX;000205008;Platane;Platanus;x hispanica;;0;0;;NON;48.851398371488116,2.29575144027465
138723;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000048;Platane;Platanus;x hispanica;;183;24;Adulte;NON;48.90035308682879,2.366189932605102
2030482;Arbre;Jardin;PARIS 16E ARRDT;Jeux de Boules;;JARDINS DE LA PORTE DE SAINT CLOUD / 38 AVENUE FERDINAND BUISSON;000106021;Platane;Platanus;x hispanica;;148;20;Adulte;NON;48.83764870719415,2.253429636386545
100966;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000528;Platane;Platanus;x hispanica;;300;18;;;48.83492520578023,2.383339002828425
113237;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA PAIX / 128 RUE DE LAGNY;000107006;Platane;Platanus;x hispanica;;130;10;Adulte;NON;48.84910311740396,2.415560293328851
115845;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000101020;Platane;Platanus;x hispanica;;0;0;;NON;48.899043260329414,2.37056180520793
106655;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00901024;Platane;Platanus;x hispanica;;63;12;Jeune (arbre)Adulte;NON;48.85500642218022,2.300261593566803
106627;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902017;Platane;Platanus;x hispanica;;117;12;Adulte;NON;48.85528042854855,2.299677275636378
128189;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000031;Platane;Platanus;x hispanica;;122;9;Adulte;NON;48.88962436602396,2.299234764217844
138693;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000014;Platane;Platanus;x hispanica;;250;22;Mature;NON;48.90009099835601,2.367021221838757
118769;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000015;Platane;Platanus;x hispanica;;220;15;;;48.85147153477244,2.32648824383407
111918;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 04 - 70 à 80;;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;000406039;Platane;Platanus;x hispanica;;476;27;Mature;NON;48.87249049140027,2.278930790541741
2013648;Arbre;Jardin;BOIS DE VINCENNES;;;PELOUSE DE REUILLY/ROUTE DES FORTIFICATIONS;20370280;Platane;Platanus;x hispanica;;30;6;Adulte;NON;48.8314280678079,2.405502530664689
125007;Arbre;Jardin;PARIS 4E ARRDT;;;JARDIN DE LA PLACE JEAN-PAUL II / 2 PARVIS NOTRE-DAME - PLACE JEAN-PAUL II;000101012;Platane;Platanus;orientalis;;500;25;Mature;NON;48.85304049650671,2.348128702073543
119053;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE TROUSSEAU / 6 RUE ANTOINE VOLLON;000201001;Platane;Platanus;orientalis;;265;25;Mature;NON;48.850882180855606,2.377358514567535
118767;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000013;Platane;Platanus;x hispanica;;190;15;;;48.85160334289599,2.326492727323946
127615;Arbre;Jardin;PARIS 19E ARRDT;;;SQUARE DE LA BUTTE DU CHAPEAU ROUGE / 11 BOULEVARD D ALGERIE;00000110;Platane;Platanus;x hispanica;;186;0;;;48.88072595303911,2.399545436557916
106507;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01202024;Platane;Platanus;x hispanica;;30;8;Jeune (arbre)Adulte;NON;48.853619420244655,2.302261669322101
111775;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE SAINT LAMBERT / 2 RUE JEAN FORMIGE;000101026;Platane;Platanus;x hispanica;;190;15;;NON;48.842413493087506,2.29572052793378
138736;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000061;Platane;Platanus;x hispanica;;196;21;Adulte;NON;48.90000650639829,2.366257403970476
110480;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0005;Platane;Platanus;x hispanica;;165;20;Adulte;NON;48.832850505991104,2.299615259373524
323525;Arbre;Jardin;PARIS 8E ARRDT;;;SQUARE LOUIS XVI;00000031;Platane;Platanus;x hispanica;;270;23;Mature;NON;48.87409071057348,2.323533051870226
132236;Arbre;Jardin;PARIS 5E ARRDT;Brigade Fluviale;;JARDIN TINO ROSSI / 2B QUAI SAINT BERNARD;000102001;Platane;Platanus;x hispanica;;332;15;;NON;48.84503063600417,2.364253997410077
109114;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000090;Platane;Platanus;x hispanica;;100;15;;;48.81815643911825,2.356171019165935
222702;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN BENOIT FRACHON / 1 AVENUE BENOIT FRACHON;000205001;Platane;Platanus;x hispanica;;145;15;Adulte;NON;48.85297343900919,2.415366114038425
121565;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DU SERMENT DE KOUFRA;00000104;Platane;Platanus;x hispanica;;160;6;Adulte;NON;48.821132148695426,2.323961571989511
101601;Arbre;Jardin;PARIS 19E ARRDT;;;PARC DES BUTTES CHAUMONT;H0600004;Platane;Platanus;x hispanica;;380;25;;;48.881860072193966,2.382559970369925
106622;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902022;Platane;Platanus;x hispanica;;185;12;Adulte;NON;48.85504712611764,2.300039998464489
107582;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603017;Platane;Platanus;x hispanica;;89;12;Adulte;NON;48.85700591363138,2.297133593709765
323489;Arbre;Jardin;PARIS 8E ARRDT;;;JARDIN DE LA MAIRIE DU VIIIEME / 13 RUE DU GENERAL FOY;000101002;Platane;Platanus;x hispanica;;245;24;Mature;NON;48.87769280915966,2.318089144566119
106851;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00701011;Platane;Platanus;x hispanica;;48;9;Jeune (arbre)Adulte;NON;48.855300043078,2.298588555143318
325128;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000203007;Platane;Platanus;x hispanica;;140;17;Adulte;NON;48.8693136929324,2.36711982795159
2010552;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00010014;Platane;Platanus;x hispanica;;130;17;Adulte;NON;48.8394711718983,2.439231387056194
106620;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902024;Platane;Platanus;x hispanica;;45;8;Jeune (arbre)Adulte;NON;48.854956317048156,2.300181296803797
107858;Arbre;Jardin;PARIS 7E ARRDT;Canton 03;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / ALLEE PAUL DESCHANEL;A00302009;Platane;Platanus;x hispanica;;334;25;Mature;NON;48.859323643856385,2.296160717449911
136641;Arbre;Jardin;PARIS 16E ARRDT;;;SQUARE DU TCHAD / 8 AVENUE GENERAL DU SARRAIL;000102001;Platane;Platanus;x hispanica;;184;18;Adulte;NON;48.845838644266884,2.255942008309507
109121;Arbre;Jardin;PARIS 13E ARRDT;;;PARC KELLERMANN;00000097;Platane;Platanus;x hispanica;;210;20;;;48.81751599394858,2.356400768149891
106850;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00701012;Platane;Platanus;x hispanica;;193;12;Adulte;NON;48.85524598638054,2.298672038345917
2013646;Arbre;Jardin;BOIS DE VINCENNES;;;PELOUSE DE REUILLY/ROUTE DES FORTIFICATIONS;20370278;Platane;Platanus;x hispanica;;390;20;Adulte;NON;48.832214038964345,2.404765942749934
106848;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00701014;Platane;Platanus;x hispanica;;29;10;Jeune (arbre)Adulte;NON;48.85513260711157,2.298850523456572
100929;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000491;Platane;Platanus;x hispanica;;340;30;Mature;NON;48.83507509936755,2.381845100139558
2007846;Arbre;Jardin;PARIS 18E ARRDT;;;JARDIN DU 122 RUE DES POISSONNIERS / 122 RUE DES POISSONNIERS;000102008;Platane;Platanus;x hispanica;;190;15;Adulte;NON;48.89489419206706,2.353253541450986
293671;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / 1 W QUAI HENRI IV;000102006;Platane;Platanus;x hispanica;;115;15;Adulte;NON;48.85037799093081,2.361258714925231
139744;Arbre;Jardin;PARIS 19E ARRDT;;;JARDINIERES PONT DE LA MOSELLE - 29 QUAI DE LA LOIRE;10010002;Platane;Platanus;x hispanica;;210;0;;;48.8857812981237,2.375445859314362
106532;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201002;Platane;Platanus;x hispanica;;42;11;Adulte;NON;48.85471218531471,2.300724143649167
107578;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603021;Platane;Platanus;x hispanica;;40;8;Jeune (arbre);NON;48.85675464582445,2.297532373166776
106865;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00702016;Platane;Platanus;x hispanica;;43;11;Jeune (arbre)Adulte;NON;48.85492811398938,2.299013715254631
132846;Arbre;Jardin;PARIS 15E ARRDT;;;JARDIN DE LA RUE DE LA CONVENTION;00000004;Platane;Platanus;x hispanica;;0;0;;;48.84015469998441,2.291412055555606
325099;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE FREDERIC LEMAITRE / 27 RUE DU FAUBOURG DU TEMPLE;000104004;Platane;Platanus;x hispanica;;166;19;Adulte;NON;48.86948128785525,2.366527074834184
107940;Arbre;Jardin;PARIS 7E ARRDT;Canton 01;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / ALLEE LEON BOURGEOIS;A00102014;Platane;Platanus;x hispanica;;274;22;Mature;NON;48.8568015667828,2.293265164223279
304956;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00SO0180;Platane;Platanus;x hispanica;;130;18;Jeune (arbre)Adulte;;48.87846049120188,2.306441815281962
110036;Arbre;Jardin;PARIS 4E ARRDT;;;VOIE GEORGES POMPIDOU - PORT DE L''HOTEL DE VILLE;10010005;Platane;Platanus;x hispanica;;165;20;Adulte;NON;48.85333111688463,2.356964824132771
2012205;Arbre;Jardin;BOIS DE VINCENNES;;;INSEP / AVENUE DU TREMBLAY;00030002;Platane;Platanus;x hispanica;;220;20;Adulte;NON;48.83212253745619,2.4562061686457453
2012052;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010009;Platane;Platanus;x hispanica;;225;20;Mature;NON;48.88727247891279,2.293056533133215
119494;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE JESSAINT / 36 BOULEVARD DE LA CHAPELLE;000103002;Platane;Platanus;x hispanica;;220;20;Mature;NON;48.8846948716597,2.358817164984378
115816;Arbre;Jardin;PARIS 19E ARRDT;;;JARDIN ANAIS NIN / 2 RUE JEAN OBERLE;000101002;Platane;Platanus;x hispanica;;94;0;;NON;48.899134663845174,2.370905298034709
128193;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000035;Platane;Platanus;x hispanica;;146;9;Adulte;NON;48.889675197653915,2.299339529484739
100432;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00000715;Platane;Platanus;x hispanica;;290;18;;;48.83583711027855,2.382567050676164
128174;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000016;Platane;Platanus;x hispanica;;134;9;Adulte;NON;48.88943157209749,2.298697867538579
103905;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000201012;Platane;Platanus;x hispanica;;42;0;Adulte;NON;48.87283313050651,2.411720016890658
225107;Arbre;Jardin;PARIS 19E ARRDT;;;MAIL EMILE BOLLAERT / 18 AVENUE DE LA PORTE D AUBERVILLIERS;000202008;Platane;Platanus;orientalis;;95;10;Jeune (arbre);NON;48.899879916129485,2.374101236314991
106556;Arbre;Jardin;PARIS 7E ARRDT;Canton 12;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A01201026;Platane;Platanus;x hispanica;;155;15;Adulte;NON;48.85357614499001,2.302487202388848
225119;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN BENOIT FRACHON / 1 AVENUE BENOIT FRACHON;000103005;Platane;Platanus;x hispanica;;135;12;Adulte;NON;48.853408707455735,2.415291030531914
127539;Arbre;Jardin;PARIS 19E ARRDT;;;SQUARE DE LA BUTTE DU CHAPEAU ROUGE / 11 BOULEVARD D ALGERIE;00000029;Platane;Platanus;x hispanica;;122;0;;;48.88126534543683,2.398897275756554
99881;Arbre;Jardin;PARIS 16E ARRDT;Jauge SEJ;;SQUARE ALEXANDRE ET RENE PARODI / 1 PLACE DE LA PORTE MAILLOT;000401004;Platane;Platanus;x hispanica;;294;20;Mature;NON;48.87672177628453,2.280221674924875
112658;Arbre;Jardin;PARIS 20E ARRDT;Rampe provisoire;;JARDIN DELAPORTE / 17 AVENUE DE LA PORTE DE VINCENNES;000302004;Platane;Platanus;x hispanica;;105;16;Adulte;NON;48.84723402066785,2.413413942884577
116372;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE EMMANUEL FLEURY / 40 RUE LE VAU;00000070;Platane;Platanus;x hispanica;;145;0;Adulte;NON;48.870911765326134,2.412129601907143
2010601;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00020015;Platane;Platanus;x hispanica;;185;23;Adulte;NON;48.83892247960899,2.438615219424859
125124;Arbre;Jardin;PARIS 16E ARRDT;;;SQUARE DES APPRENTIS ORPHELINS D''AUTEUIL;00000029;Platane;Platanus;x hispanica;;228;19;Mature;NON;48.85164204931815,2.2714769051460593
110353;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE DE LA RUE LEON FRAPIE / 7 RUE DE NOISY LE SEC;000201008;Platane;Platanus;x hispanica;;45;0;Adulte;NON;48.87255363473483,2.41137586254073
107549;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604010;Platane;Platanus;x hispanica;;52;8;Jeune (arbre)Adulte;NON;48.857422375535805,2.296329703006379
121558;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DU SERMENT DE KOUFRA;00000097;Platane;Platanus;x hispanica;;150;6;Adulte;NON;48.82081781236565,2.32401846592063
322837;Arbre;Jardin;PARIS 10E ARRDT;;;SQUARE DES RECOLLETS;00000020;Platane;Platanus;x hispanica;;360;24;Mature;NON;48.873357470212625,2.363600744889546
138665;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001264;Platane;Platanus;x hispanica;;175;15;Adulte;;48.83833490964411,2.377048301947601
101277;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001071;Platane;Platanus;x hispanica;;130;12;Adulte;NON;48.83716875025483,2.380562308377489
127455;Arbre;Jardin;PARIS 17E ARRDT;;;PROMENADE BERNARD LAFAY PR B2;20010096;Platane;Platanus;x hispanica;;168;15;Adulte;NON;48.88847812713933,2.29109655371672
110518;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0045;Platane;Platanus;x hispanica;;245;20;;;48.83226415075469,2.299219419040747
106738;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL MARGUERITE;A00901005;Platane;Platanus;x hispanica;;195;10;Adulte;NON;48.85596713945789,2.299689198189602
2013945;Arbre;Jardin;BOIS DE VINCENNES;;;UCPA / ROUTE DU POLYGONE;31310007;Platane;Platanus;x hispanica;;280;20;Adulte;NON;48.83450220772761,2.432613219962877
306368;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00NE0691;Platane;Platanus;x hispanica;;235;22;Adulte;;48.87973035739653,2.3118483956182
107043;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00401008;Platane;Platanus;x hispanica;;54;11;Jeune (arbre)Adulte;NON;48.856204810530066,2.295990558260339
121902;Arbre;Jardin;PARIS 20E ARRDT;;;SQUARE EDOUARD VAILLANT / 50 AVENUE GAMBETTA;000101002;Platane;Platanus;x hispanica;;277;20;Adulte;NON;48.86579298134448,2.399577754497061
123195;Arbre;Jardin;PARIS 7E ARRDT;;;PROMENADE D AUSTRALIE / 67 QUAI BRANLY;000101011;Platane;Platanus;x hispanica;;235;5;Adulte;NON;48.86005949250593,2.294388678398451
107559;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00604020;Platane;Platanus;x hispanica;;24;6;Jeune (arbre);NON;48.85684397692417,2.297234891641624
323614;Arbre;Jardin;PARIS 8E ARRDT;;;SQUARE MARCEL PAGNOL / 12 RUE DE LABORDE;00000004;Platane;Platanus;x hispanica;;270;23;Mature;NON;48.875775020180896,2.3202436162532463
120825;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE SUZANNE BUISSON;00000039;Platane;Platanus;x hispanica;;65;7;Jeune (arbre)Adulte;NON;48.88814759528103,2.337128420802534
2007708;Arbre;Jardin;PARIS 18E ARRDT;;;JARDIN DU 122 RUE DES POISSONNIERS / 122 RUE DES POISSONNIERS;000101006;Platane;Platanus;x hispanica;;190;15;Adulte;NON;48.89468679205396,2.353720180706818
110484;Arbre;Jardin;PARIS 15E ARRDT;;;PARC GEORGES BRASSENS / 2 PLACE JACQUES MARETTE;000D0009;Platane;Platanus;x hispanica;;155;12;;;48.8326302704815,2.299419307191771
138660;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001259;Platane;Platanus;x hispanica;;170;20;Adulte;;48.83874761382962,2.377123386742756
179847;Arbre;Jardin;PARIS 12E ARRDT;;;TALUS BOULEVARD PONIATOWSKI LE BASTION / 2 V BOULEVARD PONIATOWSKI;000102005;Platane;Platanus;n. sp.;;130;15;Adulte;NON;48.82836704474356,2.389533769975437
107476;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902001;Platane;Platanus;x hispanica;;183;12;Adulte;NON;48.85597711384364,2.298583733769563
2023658;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719480208;Platane;Platanus;x hispanica;;0;0;;NON;48.82103440502692,2.454654641814176
128198;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000040;Platane;Platanus;x hispanica;;52;8;Jeune (arbre)Adulte;NON;48.88976483828994,2.299240401883829
225124;Arbre;Jardin;PARIS 20E ARRDT;;;JARDIN BENOIT FRACHON / 1 AVENUE BENOIT FRACHON;000101001;Platane;Platanus;x hispanica;;130;12;Adulte;NON;48.85406909276807,2.41511686091704
2013949;Arbre;Jardin;BOIS DE VINCENNES;;;UCPA / ROUTE DU POLYGONE;31310011;Platane;Platanus;x hispanica;;60;12;Jeune (arbre)Adulte;NON;48.83429050590253,2.432673682448506
122925;Arbre;Jardin;PARIS 12E ARRDT;;;JARDIN DE MARIANNE / 3 W PLACE DE LA NATION;000204001;Platane;Platanus;x hispanica;;350;20;Mature;NON;48.848301537428576,2.395448819330459
305180;Arbre;Jardin;PARIS 8E ARRDT;;;PARC MONCEAU;00NO0150;Platane;Platanus;x hispanica;;250;20;Adulte;;48.878571027858214,2.306343861080595
106621;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00902023;Platane;Platanus;x hispanica;;39;8;Jeune (arbre)Adulte;NON;48.85500193271244,2.300112144046853
107036;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00401001;Platane;Platanus;x hispanica;;46;9;Jeune (arbre)Adulte;NON;48.85668080935783,2.296139747315997
107434;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE PIERRE LOTI;A00401018;Platane;Platanus;x hispanica;;25;5;;NON;48.85660859367205,2.296543962216318
118778;Arbre;Jardin;PARIS 7E ARRDT;;;SQUARE BOUCICAUT;00000019;Platane;Platanus;x hispanica;;240;15;;;48.85126226031789,2.32625131478753
138682;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE CHARLES HERMITE;00000003;Platane;Platanus;x hispanica;;206;20;Mature;NON;48.89995248306534,2.366624326515292
293649;Arbre;Jardin;PARIS 4E ARRDT;;;PARC DES RIVES DE SEINE / 1 W QUAI HENRI IV;000102013;Platane;Platanus;x hispanica;;290;30;Mature;NON;48.85111549995156,2.361238854206766
128222;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE ANDRE ULMANN;00000064;Platane;Platanus;x hispanica;;118;9;Adulte;NON;48.889703394537676,2.298651819333619
101327;Arbre;Jardin;PARIS 12E ARRDT;;;PARC DE BERCY;00001121;Platane;Platanus;x hispanica;;305;20;;;48.83666258072917,2.381024784106228
119489;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE JESSAINT / 36 BOULEVARD DE LA CHAPELLE;000103005;Platane;Platanus;x hispanica;;30;5;Jeune (arbre);NON;48.88475328503647,2.358547230576969
2012053;Arbre;Jardin;PARIS 17E ARRDT;;;SQUARE SAINTE ODILE / 1 BOULEVARD DE LA SOMME;00010010;Platane;Platanus;x hispanica;;210;18;Mature;NON;48.887298115679336,2.293162625252243
123306;Arbre;Jardin;PARIS 7E ARRDT;;;PROMENADE D AUSTRALIE / 67 QUAI BRANLY;000101001;Platane;Platanus;x hispanica;;200;20;Adulte;NON;48.86061432208659,2.29518690061105
2023533;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;720060019;Platane;Platanus;occidentalis;;0;0;;NON;48.82048374451284,2.454451011279532
107577;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE ANATOLE FRANCE;A00603022;Platane;Platanus;x hispanica;;80;12;Adulte;NON;48.85671967117763,2.297581624413501
107044;Arbre;Jardin;PARIS 7E ARRDT;Canton 04;;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / AVENUE DU GENERAL FERRIE;A00401009;Platane;Platanus;x hispanica;;79;13;Adulte;NON;48.85613538555633,2.295968544612368
116182;Arbre;Jardin;PARIS 14E ARRDT;;;SQUARE DE L ASPIRAND DUNAND / 20 RUE SAILLARD;10010001;Platane;Platanus;x hispanica;;235;15;Adulte;NON;48.83165678339677,2.326595804476888
119490;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE JESSAINT / 36 BOULEVARD DE LA CHAPELLE;000103004;Platane;Platanus;x hispanica;;185;18;Adulte;NON;48.88474803437983,2.35861800139024
132641;Arbre;Jardin;PARIS 5E ARRDT;;;SQUARE DES ARENES DE LUTECE / 2 PLACE EMILE MALE;000203006;Platane;Platanus;x hispanica;;290;16;;NON;48.844590349119166,2.353301085924421
132845;Arbre;Jardin;PARIS 15E ARRDT;;;JARDIN DE LA RUE DE LA CONVENTION;00000003;Platane;Platanus;x hispanica;;0;0;;;48.84012614544718,2.291336224980638
179824;Arbre;Jardin;PARIS 12E ARRDT;;;TALUS BOULEVARD PONIATOWSKI LE BASTION / 2 V BOULEVARD PONIATOWSKI;000102032;Platane;Platanus;n. sp.;;160;15;Adulte;NON;48.828646258868766,2.389746135940547
